name,iata_code,latitude,longitude,municipality,country
Koumac Airport,KOC,-20.546323,164.255648,Koumac,NC
Lifou Airport,LIF,-20.774563,167.239328,Lifou,NC
Nouméa Magenta Airport,GEA,-22.25812,166.472783,Nouméa,NC
Maré Airport,MEE,-21.482438,168.038465,Maré,NC
Touho Airport,TOU,-20.790127,165.259524,Touho,NC
Ouvéa Airport,UVE,-20.640932,166.573024,Ouvéa,NC
La Tontouta International Airport,NOU,-22.014601,166.212997,Nouméa (La Tontouta),NC
Auckland International Airport,AKL,-37.01199,174.786331,Auckland,NZ
Taupo Airport,TUO,-38.73970031738281,176.08399963378906,Taupo,NZ
Christchurch International Airport,CHC,-43.489029,172.532065,Christchurch,NZ
Chatham Islands / Tuuta Airport,CHT,-43.81189,-176.46514,Te One,NZ
Dunedin International Airport,DUD,-45.928101,170.197998,Dunedin,NZ
Gisborne Airport,GIS,-38.6633,177.977997,Gisborne,NZ
Hokitika Airfield,HKK,-42.713600158691406,170.98500061035156,,NZ
Hamilton International Airport,HLZ,-37.8666992188,175.332000732,Hamilton,NZ
Kerikeri Airport,KKE,-35.259148,173.913317,Kerikeri,NZ
Kaitaia Airport,KAT,-35.069837,173.287053,Awanui,NZ
New Plymouth Airport,NPL,-39.00859832763672,174.1790008544922,New Plymouth,NZ
Hawke's Bay Airport,NPE,-39.465801,176.869995,Napier,NZ
Nelson Airport,NSN,-41.298302,173.220993,Nelson,NZ
Invercargill Airport,IVC,-46.41239929199219,168.31300354003906,Invercargill,NZ
Palmerston North Airport,PMR,-40.320599,175.617004,Palmerston North,NZ
Picton Aerodrome,PCN,-41.346099853516,173.95599365234,Koromiko,NZ
Queenstown International Airport,ZQN,-45.021099,168.738998,Queenstown,NZ
Rotorua Regional Airport,ROT,-38.1092,176.317001,Rotorua,NZ
Tauranga Airport,TRG,-37.67190170288086,176.1959991455078,Tauranga,NZ
Timaru Airport,TIU,-44.30279922485352,171.22500610351562,,NZ
Woodbourne Airport,BHE,-41.5182991027832,173.8699951171875,Blenheim,NZ
Wanaka Airport,WKA,-44.722954,169.248419,Wanaka,NZ
Whakatane Airport,WHK,-37.92060089111328,176.91400146484375,,NZ
Wellington International Airport,WLG,-41.327202,174.804993,Wellington,NZ
Whangarei Airport,WRE,-35.769253,174.363713,Whangarei,NZ
Westport Airport,WSZ,-41.737111,171.579033,Westport,NZ
Wanganui Airport,WAG,-39.96220016479492,175.02499389648438,Wanganui,NZ
Fayzabad Airport,FBD,37.122148,70.5201,Fayzabad,AF
Herat - Khwaja Abdullah Ansari International Airport,HEA,34.209999,62.228298,Guzara,AF
Kabul International Airport,KBL,34.565899,69.212303,Kabul,AF
Ahmad Shah Baba International Airport / Kandahar Airfield,KDH,31.5058,65.847801,Khvoshab,AF
Maymana Zahiraddin Faryabi Airport,MMZ,35.930801,64.760902,Maymana,AF
Mazar-i-Sharif International Airport,MZR,36.706902,67.209702,Mazar-i-Sharif,AF
Bahrain International Airport,BAH,26.267295,50.63764,Manama,BH
Abha International Airport,AHB,18.2404,42.656601,Abha,SA
Al-Ahsa International Airport,HOF,25.285299,49.485199,Hofuf,SA
Majeed Bin Abdulaziz Airport,ULH,26.483333,38.116944,Al Ula,SA
King Saud Bin Abdulaziz (Al Baha) Airport,ABT,20.298506,41.636153,Al-Baha,SA
Bisha Airport,BHH,19.9844,42.620899,Bisha,SA
King Fahd International Airport,DMM,26.471201,49.797901,Ad Dammam,SA
King Salman Abdulaziz Airport,DWD,24.4499,44.121201,Dawadmi,SA
Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,GIZ,16.9011,42.5858,Jizan,SA
Gassim Airport,ELQ,26.302799,43.774399,Buraidah,SA
Gurayat Domestic Airport,URY,31.412413,37.278898,Gurayat,SA
Ha'il Airport,HAS,27.437901,41.686298,Ha'il,SA
King Abdulaziz International Airport,JED,21.6796,39.156502,Jeddah,SA
King Khaled Military City Airport,KMC,27.9009,45.528198,King Khaled Military City,SA
Prince Mohammad Bin Abdulaziz Airport,MED,24.5534,39.705101,Medina,SA
Najran Domestic Airport,EAM,17.611401,44.419201,Najran,SA
Neom Bay Airport,NUM,27.927598,35.28874,Sharma,SA
Al Qaisumah/Hafr Al Batin Airport,AQI,28.335199,46.125099,Qaisumah,SA
Rafha Domestic Airport,RAH,29.626399993896484,43.4906005859375,Rafha,SA
King Khaled International Airport,RUH,24.9576,46.698799,Riyadh,SA
Arar Domestic Airport,RAE,30.90660095214844,41.13819885253906,Arar,SA
Sharurah Domestic Airport,SHW,17.4669,47.121399,Sharurah,SA
Al-Jawf Domestic Airport,AJF,29.78510093688965,40.09999847412109,Al-Jawf,SA
Tabuk Airport,TUU,28.3654,36.6189,Tabuk,SA
Ta’if Regional Airport,TIF,21.483001,40.543442,Ta’if,SA
Turaif Domestic Airport,TUI,31.692188,38.731544,Turaif,SA
Wadi Al Dawasir Domestic Airport,WAE,20.504299,45.1996,Wadi Al Dawasir,SA
Al Wajh Domestic Airport,EJH,26.198601,36.476398,Al Wajh,SA
Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,YNB,24.144199,38.0634,Yanbu,SA
Abadan Airport,ABD,30.367887,48.230075,Abadan,IR
Dezful Airport,DEF,32.434399,48.397598,Dezful,IR
Gachsaran Airport,GCH,30.333869,50.833796,Gachsaran,IR
Mahshahr Airport,MRX,30.5562,49.151901,Mahshahr,IR
Lieutenant General Qasem Soleimani International Airport,AWZ,31.3374,48.762001,Ahvaz,IR
Abu Musa Island Airport,AEU,25.8757,55.033001,Abu Musa,IR
Bushehr Airport,BUZ,28.9447994232,50.8345985413,Bushehr,IR
Kish International Airport,KIH,26.5261993408,53.9802017212,Kish Island,IR
Bandar Lengeh International Airport,BDH,26.532283,54.82484,Bandar Lengeh,IR
Persian Gulf International Airport,PGU,27.379601,52.737701,Khiyaroo,IR
Khark Airport,KHK,29.260503,50.322193,Khark,IR
Shahid Ashrafi Esfahani Airport,KSH,34.3459014893,47.1581001282,Kermanshah,IR
Khoram Abad Airport,KHD,33.43539810180664,48.282901763916016,,IR
Sanandaj Airport,SDG,35.24589920043945,47.00920104980469,,IR
Kashan Airport,KKS,33.895302,51.577,Kashan,IR
Isfahan Shahid Beheshti International Airport,IFN,32.750755,51.861483,Isfahan,IR
Sardar-e-Jangal Airport,RAS,37.323333,49.617778,Rasht,IR
Hamadan Airport,HDM,34.869202,48.552502,Hamadan,IR
Imam Khomeini International Airport,IKA,35.416099548339844,51.15219879150391,Tehran,IR
Mehrabad International Airport,THR,35.68920135498047,51.31340026855469,Tehran,IR
Payam Karaj International Airport,PYK,35.7761,50.826698,Karaj,IR
Semnan Municipal Airport,SNX,35.591099,53.495098,Semnan,IR
Bandar Abbas International Airport,BND,27.218299865722656,56.37779998779297,Bandar Abbas,IR
Ayatollah Hashemi Rafsanjani International Airport,KER,30.271276,56.949692,Kerman,IR
Bam Airport,BXR,29.0842,58.450001,Bam,IR
Qeshm Dayrestan International Airport,GSM,26.754639,55.902353,Dayrestan,IR
Rafsanjan Airport,RJN,30.298345,56.048979,Rafsanjan,IR
Birjand International Airport,XBJ,32.896525,59.281258,Birjand,IR
Mashhad International Airport,MHD,36.235198974609375,59.64099884033203,Mashhad,IR
Bojnord Airport,BJB,37.49300003051758,57.30820083618164,Bojnord,IR
Sabzevar National Airport,AFZ,36.16809844970703,57.59519958496094,Sabzevar,IR
Nowshahr Airport,NSH,36.664286,51.46273,Nowshahr,IR
Ramsar Airport,RZR,36.90701,50.687316,Ramsar,IR
Sari Dasht-e Naz International Airport,SRY,36.644408,53.188761,Sari,IR
Lar Airport,LRR,27.6747,54.383301,Lar,IR
Lamerd Airport,LFM,27.3727,53.188801,Lamerd,IR
Shiraz Shahid Dastghaib International Airport,SYZ,29.5392,52.589802,Shiraz,IR
Ardabil Airport,ADU,38.3256988525,48.4244003296,Ardabil,IR
Parsabad-Moghan Airport,PFQ,39.6036,47.8815,Parsabad,IR
Urmia Airport,OMH,37.6680984497,45.0686988831,Urmia,IR
Tabriz International Airport,TBZ,38.1339,46.235001,Tabriz,IR
Shahid Sadooghi Airport,AZD,31.9048995972,54.2765007019,Yazd,IR
Chabahar Konarak International Airport,ZBR,25.44319,60.382167,Konarak,IR
Zahedan International Airport,ZAH,29.47570037841797,60.90620040893555,Zahedan,IR
Jask Airport,JSK,25.654757,57.801718,Bandar-e-Jask,IR
Queen Alia International Airport,AMM,31.7226009369,35.9931983948,Amman,JO
Amman Civil (Marka International) Airport,ADJ,31.9727,35.9916,Amman,JO
Aqaba King Hussein International Airport,AQJ,29.61160087585449,35.01810073852539,Aqaba,JO
Kuwait International Airport,KWI,29.226601,47.968899,Kuwait City,KW
Beirut Rafic Hariri International Airport,BEY,33.820899963378906,35.488399505615234,Beirut,LB
Old Harbor Airport,OLH,57.218102,-153.270004,Old Harbor,US
Duqm International Airport,DQM,19.501944,57.634167,Duqm,OM
Zayed International Airport,AUH,24.443764,54.651718,Abu Dhabi,AE
Al Ain International Airport,AAN,24.261699676513672,55.60919952392578,Al Ain,AE
Dubai International Airport,DXB,25.2527999878,55.3643989563,Dubai,AE
Delma Airport,ZDY,24.51,52.3352,Delma Island,AE
Al Maktoum International Airport,DWC,24.896356,55.161389,Jebel Ali,AE
Fujairah International Airport,FJR,25.1122,56.324001,Fujairah,AE
Ras Al Khaimah International Airport,RKT,25.613500595092773,55.93880081176758,Ras Al Khaimah,AE
Sharjah International Airport,SHJ,25.3286,55.5172,Sharjah,AE
Khasab Airport,KHS,26.171,56.240601,Khasab,OM
Muscat International Airport,MCT,23.5933,58.284401,Muscat,OM
Salalah Airport,SLL,17.038700103759766,54.09130096435547,Salalah,OM
Sohar Airport,OHS,24.38604,56.62541,Sohar,OM
Bahawalpur Airport,BHV,29.348100662231445,71.71800231933594,Bahawalpur,PK
Chitral Airport,CJL,35.886213,71.799922,Chitral,PK
Dalbandin Airport,DBA,28.8782997131,64.3998031616,Dalbandin,PK
Dera Ghazi Khan Airport,DEA,29.961000442504883,70.48590087890625,Dera Ghazi Khan,PK
Faisalabad International Airport,LYP,31.364999771118164,72.99479675292969,Faisalabad,PK
New Gwadar International Airport,GWD,25.296733,62.498822,Gurandani,PK
Gilgit Airport,GIL,35.918800354003906,74.33360290527344,Gilgit,PK
Islamabad International Airport,ISB,33.549,72.82566,Attock,PK
Jinnah International Airport,KHI,24.9065,67.160797,Karachi,PK
Hyderabad Airport,HDD,25.3181,68.366096,Hyderabad,PK
Khuzdar Airport,KDD,27.790599823,66.6473007202,Khuzdar,PK
Allama Iqbal International Airport,LHE,31.521601,74.403603,Lahore,PK
Multan International Airport,MUX,30.20319938659668,71.41909790039062,Multan,PK
Shaheed Benazirabad Airport,WNS,26.2194,68.390099,Nawabashah,PK
Peshawar International Airport,PEW,33.993900299072266,71.51460266113281,Peshawar,PK
Quetta International Airport,UET,30.251399993896484,66.93779754638672,Quetta,PK
Shaikh Zaid Airport,RYK,28.383899688720703,70.27960205078125,Rahim Yar Khan,PK
Skardu Airport,KDU,35.33549880981445,75.53600311279297,Skardu,PK
Sukkur Airport,SKZ,27.722000122070312,68.79170227050781,Mirpur Khas,PK
Sialkot International Airport,SKT,32.535557,74.363892,Sialkot,PK
Turbat International Airport,TUK,25.986400604248047,63.03020095825195,Turbat,PK
Zhob Airport,PZH,31.358400344848636,69.4636001586914,Fort Sandeman,PK
Baghdad International Airport / New Al Muthana Air Base,BGW,33.262501,44.2346,Baghdad,IQ
Erbil International Airport,EBL,36.23759841918945,43.96319961547852,Arbil,IQ
Port Lions Airport,ORI,57.884905,-152.847719,Port Lions,US
Basra International Airport,BSR,30.549101,47.662102,Basra,IQ
Al Najaf International Airport,NJF,31.989853,44.404317,Najaf,IQ
Sulaymaniyah International Airport,ISU,35.5617485046,45.3167381287,Sulaymaniyah,IQ
Aleppo International Airport,ALP,36.180698,37.2244,Aleppo,SY
Damascus International Airport,DAM,33.4114990234375,36.51559829711914,Damascus,SY
Qamishli Airport,KAC,37.020599,41.191399,Qamishly,SY
Hamad International Airport,DOH,25.273056,51.608056,Doha,QA
Aden International Airport,ADE,12.8295,45.028801,Aden,YE
Al Ghaydah International Airport,AAY,16.193341,52.174186,Al Ghaydah,YE
Riyan Mukalla International Airport,RIY,14.6626,49.375,Riyan,YE
Sanaa International Airport,SAH,15.4763,44.2197,Sanaa,YE
Socotra International Airport,SCT,12.6307,53.9058,Mori,YE
Seiyun Hadhramaut International Airport,GXF,15.9661,48.7883,Seiyun,YE
Ta'izz International Airport,TAI,13.6859998703,44.1390991211,Ta'izz,YE
Bahia Piña Airport,BFQ,7.58737,-78.179939,Puerto Piña,PA
Raul Arias Espinoza Airport,OTD,8.62876,-79.034698,Contadora Island,PA
Atka Airport,AKB,52.220299,-174.205994,Atka,US
Barter Island Long Range Radar Station Airport,BTI,70.134003,-143.582001,Barter Island,US
Bethel Airport,BET,60.77980042,-161.8379974,Bethel,US
Buckland Airport,BKC,65.981598,-161.149002,Buckland,US
Wiley Post Will Rogers Memorial Airport,BRW,71.285402,-156.766008,Utqiaġvik,US
Bettles Airport,BTT,66.913902,-151.529007,Bettles,US
Cold Bay Airport,CDB,55.207871,-162.725029,Cold Bay,US
Central Airport,CEM,65.573815,-144.780707,Central,US
Chalkyitsik Airport,CIK,66.644997,-143.740005,Chalkyitsik,US
Chefornak Airport,CYF,60.136667,-164.279167,Chefornak,US
Scammon Bay Airport,SCM,61.84471,-165.575209,Scammon Bay,US
Circle City (New) Airport,IRC,65.827673,-144.076195,Circle,US
Merle K (Mudhole) Smith Airport,CDV,60.491798,-145.477997,Cordova,US
Yakataga Airport,CYT,60.080974,-142.494541,Yakataga,US
Deering Airport,DRG,66.068901,-162.766914,Deering,US
Adak Airport,ADK,51.883564,-176.642783,Adak,US
Dillingham Airport,DLG,59.04470062,-158.5050049,Dillingham,US
Marshall Don Hunter Sr Airport,MLL,61.8643,-162.026001,Marshall,US
Kodiak Airport,ADQ,57.75,-152.4940033,Kodiak,US
Tom Madsen (Dutch Harbor) Airport,DUT,53.89881,-166.544996,Unalaska,US
Kongiganak Airport,KKH,59.9608,-162.880997,Kongiganak,US
Eek Airport,EEK,60.213173,-162.044048,Eek,US
Eagle Airport,EAA,64.778003,-141.150455,Eagle,US
Emmonak Airport,EMK,62.78609848,-164.4909973,Emmonak,US
Kenai Municipal Airport,ENA,60.570946,-151.245174,Kenai,US
Mertarvik Airport,WWT,60.81037,-164.499511,Mertarvik,US
Fairbanks International Airport,FAI,64.815102,-147.856003,Fairbanks,US
Ambler Airport,ABL,67.105529,-157.855339,Ambler,US
Nikolai Airport,NIB,63.017949,-154.360399,Nikolai,US
Edward G. Pitka Sr Airport,GAL,64.736198,-156.936997,Galena,US
Kwigillingok Airport,KWK,59.876499,-163.169005,Kwigillingok,US
Shungnak Airport,SHG,66.88809967041,-157.16200256348,Shungnak,US
Gulkana Airport,GKN,62.155859,-145.454662,Gulkana,US
Golovin Airport,GLV,64.550499,-163.007004,Golovin,US
Gambell Airport,GAM,63.767694,-171.733303,Gambell,US
Gustavus Airport,GST,58.4253006,-135.7070007,Gustavus,US
Nightmute Airport,NME,60.469129,-164.70407,Nightmute,US
Skagway Airport,SGY,59.460343,-135.316651,Skagway,US
Holy Cross Airport,HCR,62.18830108642578,-159.77499389648438,Holy Cross,US
Huslia Airport,HSL,65.697899,-156.350998,Huslia,US
Haines Airport,HNS,59.243921,-135.523925,Haines,US
Homer Airport,HOM,59.644456,-151.479235,Homer,US
Hooper Bay Airport,HPB,61.523899,-166.147003,Hooper Bay,US
Hughes Airport,HUS,66.04109955,-154.2630005,Hughes,US
Igiugig Airport,IGG,59.324001,-155.901993,Igiugig,US
Egegik Airport,EGX,58.184386,-157.374873,Egegik,US
Bob Baker Memorial Airport,IAN,66.976128,-160.439014,Kiana,US
Iliamna Airport,ILI,59.754398,-154.910996,Iliamna,US
Indian Mountain LRRS Airport,UTO,65.992798,-153.703995,Utopia Creek,US
Wales Airport,WAA,65.622593,-168.095,Wales,US
Chignik Airport,KCG,56.311501,-158.373001,Chignik,US
Juneau International Airport,JNU,58.355,-134.576004,Juneau,US
Koliganek Airport,KGK,59.726600647,-157.259002686,Koliganek,US
False Pass Airport,KFP,54.84751,-163.407168,False Pass,US
Akhiok Airport,AKK,56.938702,-154.182999,Akhiok,US
Kipnuk Airport,KPN,59.931796,-164.028196,Kipnuk,US
Koyuk Alfred Adams Airport,KKA,64.939499,-161.154007,Koyuk,US
King Salmon Airport,AKN,58.677845,-156.651965,King Salmon,US
Nikolski Air Station,IKO,52.941552,-168.849478,Nikolski,US
Anaktuvuk Pass Airport,AKP,68.133598,-151.742996,Anaktuvuk Pass,US
Ketchikan International Airport,KTN,55.35559845,-131.7140045,Ketchikan,US
Kaltag Airport,KAL,64.31864,-158.74197,Kaltag,US
Klawock Airport,KLW,55.579201,-133.076004,Klawock,US
Karluk Airport,KYK,57.565919,-154.453762,Karluk,US
Larsen Bay Airport,KLN,57.53516,-153.976455,Larsen Bay,US
Kalskag Airport,KLG,61.53630065917969,-160.34100341796875,Kalskag,US
Port Alsworth Airport,PTA,60.201681,-154.325863,Port Alsworth,US
Cape Lisburne LRRS Airport,LUR,68.875099,-166.110001,Cape Lisburne,US
Manokotak Airport,KMO,58.932056,-158.901886,Manokotak,US
McGrath Airport,MCG,62.95289993,-155.6060028,McGrath,US
Minchumina Airport,LMA,63.886002,-152.302002,Minchumina,US
St Michael Airport,SMK,63.49010086,-162.1100006,St Michael,US
Manley Hot Springs Airport,MLY,64.99188,-150.644102,Manley Hot Springs,US
Mountain Village Airport,MOU,62.095401763916016,-163.6820068359375,Mountain Village,US
Merrill Field,MRI,61.212792,-149.843988,Anchorage,US
Mekoryuk Airport,MYU,60.372338,-166.269751,Mekoryuk,US
Napakiak Airport,WNA,60.6903,-161.979004,Napakiak,US
Ted Stevens Anchorage International Airport,ANC,61.179004,-149.992561,Anchorage,US
Aniak Airport,ANI,61.58160018920898,-159.54299926757812,Aniak,US
Nulato Airport,NUL,64.729301,-158.074005,Nulato,US
Anvik Airport,ANV,62.646702,-160.190994,Anvik,US
New Stuyahok Airport,KNW,59.451838,-157.373829,New Stuyahok,US
Kobuk Airport,OBU,66.9123,-156.897003,Kobuk,US
Hoonah Airport,HNH,58.0961,-135.410111,Hoonah,US
Nome Airport,OME,64.51219940185547,-165.44500732421875,Nome,US
Toksook Bay Airport,OOK,60.541401,-165.087006,Toksook Bay,US
Northway Airport,ORT,62.9613,-141.929001,Northway,US
Ralph Wien Memorial Airport,OTZ,66.88469696,-162.598999,Kotzebue,US
Nelson Lagoon Airport,NLG,56.0075,-161.160004,Nelson Lagoon,US
St George Airport,STG,56.577345,-169.663823,St George,US
Perryville Airport,KPV,55.9065,-159.16091,Perryville,US
Petersburg James A Johnson Airport,PSG,56.80170059,-132.9450073,Petersburg,US
Port Heiden Airport,PTH,56.957893,-158.630219,Port Heiden,US
Napaskiak Airport,PKA,60.7029,-161.778,Napaskiak,US
Platinum Airport,PTU,59.017675,-161.827927,Platinum,US
Pilot Point Airport,PIP,57.580399,-157.572006,Pilot Point,US
Point Hope Airport,PHO,68.348801,-166.798996,Point Hope,US
Quinhagak Airport,KWN,59.7551,-161.845,Quinhagak,US
Nuiqsut Airport,NUI,70.209999,-151.005998,Nuiqsut,US
Arctic Village Airport,ARC,68.1147,-145.578995,Arctic Village,US
Russian Mission Airport,RSH,61.775071,-161.319466,Russian Mission,US
Ruby Airport,RBY,64.727203,-155.470001,Ruby,US
Savoonga Airport,SVA,63.686401,-170.492996,Savoonga,US
Deadhorse Airport,SCC,70.19470215,-148.4649963,Deadhorse,US
Sand Point Airport,SDP,55.313908,-160.522099,Sand Point,US
Shishmaref Airport,SHH,66.249604,-166.089112,Shishmaref,US
Sitka Rocky Gutierrez Airport,SIT,57.04710006713867,-135.36199951171875,Sitka,US
Selawik Airport,WLK,66.600098,-159.985992,Selawik,US
Sleetmute Airport,SLQ,61.7005,-157.166,Sleetmute,US
St Mary's Airport,KSM,62.060501,-163.302002,St Mary's,US
St Paul Island Airport,SNP,57.166311,-170.222555,St Paul Island,US
Seldovia Airport,SOV,59.442981,-151.705227,Seldovia,US
Ralph M Calhoun Memorial Airport,TAL,65.1744,-152.108994,Tanana,US
Tin City Long Range Radar Station Airport,TNC,65.563103,-167.921997,Tin City,US
Teller Airport,TLA,65.2404022217,-166.339004517,Teller,US
Togiak Airport,TOG,59.052799,-160.397003,Togiak Village,US
Atqasuk Edward Burnell Sr Memorial Airport,ATK,70.46704,-157.436013,Atqasuk,US
Alakanuk Airport,AUK,62.682653,-164.722481,Alakanuk,US
Unalakleet Airport,UNK,63.888401,-160.798996,Unalakleet,US
Akutan Airport,KQA,54.14459,-165.604332,Akutan,US
Chevak Airport,VAK,61.5409,-165.6005,Chevak,US
King Cove Airport,KVC,55.116299,-162.266006,King Cove,US
Valdez Pioneer Field,VDZ,61.132712,-146.246567,Valdez,US
Venetie Airport,VEE,67.008698,-146.365997,Venetie,US
Kivalina Airport,KVL,67.734565,-164.559917,Kivalina,US
Beaver Airport,WBQ,66.362198,-147.406998,Beaver,US
Wrangell Airport,WRG,56.48429871,-132.3699951,Wrangell,US
Wainwright Airport,AIN,70.638,-159.994995,Wainwright,US
White Mountain Airport,WMO,64.689201,-163.412994,White Mountain,US
Noatak Airport,WTK,67.561241,-162.980461,Noatak,US
Yakutat Airport,YAK,59.508717,-139.660435,Yakutat,US
Akiak Airport,AKI,60.902646,-161.23106,Akiak,US
Allakaket Airport,AET,66.551804,-152.621994,Allakaket,US
Chenega Bay Airport,NCN,60.077602,-147.99468,Chenega,US
Clarks Point Airport,CLP,58.833698,-158.529007,Clarks Point,US
Elim Airport,ELI,64.6147,-162.272003,Elim,US
Kasigluk Airport,KUK,60.872747,-162.5247,Kasigluk,US
Kokhanok Airport,KNK,59.433248,-154.80217,Kokhanok,US
Kotlik Airport,KOT,63.030602,-163.533005,Kotlik,US
Brevig Mission Airport,KTS,65.331826,-166.467848,Brevig Mission,US
Koyukuk Airport,KYU,64.876099,-157.727005,Koyukuk,US
Kwethluk Airport,KWT,60.790298,-161.444,Kwethluk,US
Robert (Bob) Curtis Memorial Airport,ORV,66.817902,-161.018997,Noorvik,US
Shaktoolik Airport,SKK,64.371101,-161.223999,Shaktoolik,US
Tok Junction Airport,TKJ,63.32949829,-142.9539948,Tok,US
South Naknek Number 2 Airport,WSN,58.702362,-157.005444,South Naknek,US
Fort Yukon Airport,FYU,66.571651,-145.249987,Fort Yukon,US
Lake Murray Airport,LMY,-7.00992012024,141.494003296,Lake Murray,PG
Port Graham Airport,PGM,59.348355,-151.830025,Port Graham,US
Rota International Airport,ROP,14.1743,145.242996,Rota Island,MP
Saipan International Airport,SPN,15.119,145.729004,"I Fadang, Saipan",MP
Antonio B. Won Pat International Airport,GUM,13.485,144.797282,Hagåtña,GU
Tinian International Airport,TIQ,14.998101,145.61923,Tinian Island,MP
Hana Airport,HNM,20.795601,-156.014008,Hana,US
Kapalua Airport,JHM,20.9629,-156.673004,Lahaina,US
Ellison Onizuka Kona International Airport at Keahole,KOA,19.738783,-156.045603,Kailua-Kona,US
Lihue Airport,LIH,21.976,-159.339005,Lihue,US
Kalaupapa Airport,LUP,21.211,-156.973999,Kalaupapa,US
Molokai Airport,MKK,21.152901,-157.095993,Kaunakakai,US
Waimea Kohala Airport,MUE,20.001301,-155.667999,Waimea (Kamuela),US
Daniel K Inouye International Airport,HNL,21.32062,-157.924228,"Honolulu, Oahu",US
Lanai Airport,LNY,20.785675,-156.951324,Lanai City,US
Kahului International Airport,OGG,20.896263,-156.431837,Kahului,US
Hilo International Airport,ITO,19.721399,-155.048004,Hilo,US
Eniwetok Airport,ENT,11.340700149536133,162.3280029296875,Eniwetok Atoll,MH
Marshall Islands International Airport,MAJ,7.06476,171.272003,Majuro Atoll,MH
Bucholz Army Air Field,KWA,8.720120429992676,167.73199462890625,Kwajalein,MH
Cassidy International Airport,CXI,1.986278,-157.350011,Kiritimati,KI
Point Lay LRRS Airport,PIZ,69.732903,-163.005005,Point Lay,US
Chuuk International Airport,TKK,7.461870193481445,151.84300231933594,Weno Island,FM
Pohnpei International Airport,PNI,6.985099792480469,158.20899963378906,Pohnpei Island,FM
Babelthuap Airport,ROR,7.36731,134.544236,Babelthuap Island,PW
Kosrae International Airport,KSA,5.35698,162.957993,Okat,FM
Yap International Airport,YAP,9.49891,138.082993,Yap Island,FM
Wake Island Airfield,AWK,19.282437,166.636637,Wake Island,UM
Kili Airport,KIO,5.64386,169.124586,Kili Island,MH
Kinmen Airport,KNH,24.4279,118.359001,Shang-I,TW
Matsu Nangan Airport,LZN,26.159656,119.958376,Matsu (Nangan),TW
Taitung Airport,TTT,22.7549991607666,121.10199737548828,Taitung City,TW
Kaohsiung International Airport,KHH,22.577101,120.349998,Kaohsiung (Xiaogang),TW
Chiayi Airport,CYI,23.462577,120.390544,Shuishang,TW
Lanyu Airport,KYD,22.027000427246094,121.53500366210938,Orchid Island,TW
Taichung International Airport / Ching Chuang Kang Air Base,RMQ,24.2647,120.621002,Taichung (Qingshui),TW
Matsu Beigan Airport,MFK,26.224199,120.002998,Matsu (Beigan),TW
Tainan International Airport / Tainan Air Base,TNN,22.950399,120.206001,Tainan (Rende),TW
Penghu Magong Airport,MZG,23.568701,119.627998,Huxi,TW
Pingtung Air Force Base North,PIF,22.700199,120.482002,Pingtung,TW
Taipei Songshan Airport,TSA,25.069401,121.552002,Taipei (Songshan),TW
Taiwan Taoyuan International Airport,TPE,25.0777,121.233002,Taoyuan,TW
Hualien Airport,HUN,24.023099899291992,121.61799621582033,Hualien City,TW
Red Devil Airport,RDV,61.788101,-157.350006,Red Devil,US
Alxa Right Banner Badanjilin Airport,RHT,39.225,101.546,Badanjilin,CN
Narita International Airport,NRT,35.764702,140.386002,Narita,JP
Shinshu-Matsumoto Airport,MMJ,36.166801,137.923004,Matsumoto,JP
Ibaraki Airport / JASDF Hyakuri Air Base,IBR,36.181099,140.414993,Omitama,JP
Kansai International Airport,KIX,34.427299,135.244003,Osaka,JP
Nanki Shirahama Airport,SHM,33.6622009277,135.363998413,Shirahama,JP
Kobe Airport,UKB,34.6328010559082,135.2239990234375,Kobe,JP
Konotori Tajima Airport,TJH,35.512798,134.787003,Toyooka,JP
Tokachi-Obihiro Airport,OBO,42.7332992554,143.216995239,Obihiro,JP
New Chitose Airport,CTS,42.7752,141.692001,Sapporo,JP
Hakodate Airport,HKD,41.77,140.822006,Hakodate,JP
Kushiro Airport,KUH,43.041,144.192993,Kushiro,JP
Memanbetsu Airport,MMB,43.8805999756,144.164001465,Ōzora,JP
Nakashibetsu Airport,SHB,43.5774993896,144.960006714,Nakashibetsu,JP
Sapporo Okadama Airport,OKD,43.117447,141.38134,Sapporo,JP
Wakkanai Airport,WKJ,45.4042015076,141.800994873,Wakkanai,JP
Amakusa Airport,AXJ,32.482498,130.158997,Amakusa,JP
Iki Airport,IKI,33.7490005493,129.785003662,Iki,JP
Yamaguchi Ube Airport,UBJ,33.930000305200004,131.279006958,Ube,JP
Tsushima Airport,TSJ,34.2849006653,129.330993652,Tsushima,JP
Monbetsu Airport,MBE,44.3039016724,143.404006958,Monbetsu,JP
Asahikawa Airport,AKJ,43.670799,142.447006,Higashikagura,JP
Okushiri Airport,OIR,42.0717010498,139.432998657,Okushiri Island,JP
Rishiri Airport,RIS,45.2420005798,141.186004639,Rishiri,JP
Yakushima Airport,KUM,30.385599,130.658997,Yakushima,JP
Fukue Airport,FUJ,32.666302,128.832993,Goto,JP
Fukuoka Airport,FUK,33.585899353027344,130.4510040283203,Fukuoka,JP
New Tanegashima Airport,TNE,30.6051006317,130.990997314,Tanegashima,JP
